id,canonicalName,displayName,slug,aliases,identityStatus,lifecycleStatus,publicationStatus,officialDomain,officialWebsite,country,headquarters,foundedYear,parentCompany,shortDescriptionEn,categories,families,series,industries,logoAssetPath,sourceRecordIds,checkedAt,contentStatus,seoStatus,seoTitleCore,seoMetaFactual,reviewBlockerCode,reviewBlockerCategory,completenessScore
infineon,Infineon Technologies AG,Infineon,infineon,INFINEON | INFINEON TECHNOLOGIES,CONFIRMED,CURRENT,BRAND_SAFE,infineon.com,https://www.infineon.com/,Germany,"Neubiberg, Germany",1999,,The source-backed Infineon portfolio covers industrial sensors and industrial automation and control. The confirmed country record is Germany.,industrial sensors | industrial automation and control,Power Semiconductors | Microcontrollers | Industrial Sensors | Connectivity Devices | Memory Products | Security Solutions,AURIX | XMC | CoolMOS | IGBT | OPTIGA,transportation | electronics and semiconductor manufacturing | energy | factory automation,brand-assets/logos/infineon.svg,brand-infineon-company | brand-infineon-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,Infineon Industrial sensors,"Infineon manufacturer profile covering industrial sensors and industrial automation and control, based on official company and product sources.",,,95
injecta,Injecta S.r.l.,Injecta,injecta,INJECTA,CONFIRMED,CURRENT,BRAND_SAFE,injecta.com,https://www.injecta.com/en/,Italy,,1989,,"Manufacturer-owned sources identify Injecta with pumps and pumping systems, measurement and instrumentation, industrial automation and control, and filtration and water systems. The confirmed country record is Italy.",pumps and pumping systems | measurement and instrumentation | industrial automation and control | filtration and water systems,Electromagnetic Dosing Pumps | Motor-Driven Dosing Pumps | Peristaltic Pumps | Dosing Controllers | Measurement Probes | Chemical-Dosing Systems,,water and wastewater | industrial processing | food and pharmaceutical processing,,brand-injecta-company | brand-injecta-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,Injecta Pumps and pumping systems,"Injecta manufacturer profile covering pumps and pumping systems, measurement and instrumentation, and industrial automation and control, based on official company and product sources.",,,80
innomatec,innomatec Test- und Sonderanlagen GmbH,innomatec,innomatec,INNOMATEC,CONFIRMED,CURRENT,BRAND_SAFE,innomatec.com,https://www.innomatec.com/en/,Germany,"Idstein, Germany",1983,,"First-party sources establish innomatec in measurement and instrumentation, machine-vision and inspection systems, and industrial automation and control. Official company information dates its foundation to 1983.",measurement and instrumentation | machine-vision and inspection systems | industrial automation and control,Leak Testers | Flow Testers | Calibration Systems | Industrial Test Benches | Quick Connectors | Automated Test Systems,,transportation | laboratory and life-science applications | factory automation | industrial processing,brand-assets/logos/innomatec.svg,brand-innomatec-company | brand-innomatec-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,innomatec Measurement and instrumentation,"innomatec manufacturer profile covering measurement and instrumentation, machine-vision and inspection systems, and industrial automation and control, based on official company and product sources.",,,95
innovari,INNOVARI,INNOVARI,innovari,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,BLOCKED_LEGACY_IDENTITY,ACQUISITION_OR_LEGACY,0
innova-systems,INNOVASYSTEMS,INNOVASYSTEMS,innova-systems,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,AMBIGUOUS_IDENTITY,AMBIGUOUS_IDENTITY,0
inotec,INOTEC,INOTEC,inotec,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,AMBIGUOUS_IDENTITY,AMBIGUOUS_IDENTITY,10
inoxihp,INOXIHP S.r.l.,INOXIHP,inoxihp,INOXIHP | INOX IHP,CONFIRMED,CURRENT,BRAND_SAFE,inoxihp.com,https://www.inoxihp.com/en/,Italy,,1989,,"INOXIHP S.r.l. is documented in official material for pumps and pumping systems, industrial cleaning systems, and industrial valves and flow control. Official product material names High-Pressure Plunger Pumps, Stainless-Steel Pumps, High-Pressure Pump Units, Pressure Regulators, and Engineered Water Systems.",pumps and pumping systems | industrial cleaning systems | industrial valves and flow control,High-Pressure Plunger Pumps | Stainless-Steel Pumps | High-Pressure Pump Units | Pressure Regulators | Engineered Water Systems,,industrial processing | food and pharmaceutical processing | chemical processing | marine applications,brand-assets/logos/inoxihp.png,brand-inoxihp-company | brand-inoxihp-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,INOXIHP Pumps and pumping systems,"INOXIHP manufacturer profile covering pumps and pumping systems, industrial cleaning systems, and industrial valves and flow control, based on official company and product sources.",,,90
integral-hydraulik-gmbh-co-kg,INTEGRAL HYDRAULIK GmbH & Co. KG,INTEGRAL HYDRAULIK,integral-hydraulik-gmbh-co-kg,INTEGRAL HYDRAULIK | INTEGRAL HYDRAULICS,CONFIRMED,CURRENT,BRAND_SAFE,integral-hydraulik.com,https://www.integral-hydraulik.com/en/,Germany,,,,"INTEGRAL HYDRAULIK publishes official information for hydraulic equipment, industrial valves and flow control, and contract manufacturing and fabrication. The published range names Hydraulic Manifolds, Cartridge-Valve Blocks, Hydraulic Control Plates, Valve Assemblies, and Custom Hydraulic Systems.",hydraulic equipment | industrial valves and flow control | contract manufacturing and fabrication,Hydraulic Manifolds | Cartridge-Valve Blocks | Hydraulic Control Plates | Valve Assemblies | Custom Hydraulic Systems,,industrial processing | industrial manufacturing,,brand-integral-hydraulik-company | brand-integral-hydraulik-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,INTEGRAL HYDRAULIK Hydraulic equipment,"INTEGRAL HYDRAULIK manufacturer profile covering hydraulic equipment, industrial valves and flow control, and contract manufacturing and fabrication, based on official company and product sources.",,,80
intel,Intel Corporation,Intel,intel,INTEL | INTEL CORPORATION,CONFIRMED,CURRENT,BRAND_SAFE,intel.com,https://www.intel.com/,United States,"Santa Clara, California, United States",1968,,First-party sources establish Intel in infrastructure technologies. Official company information dates its foundation to 1968.,infrastructure technologies,Client Processors | Server Processors | Graphics Processors | AI Accelerators | Network and Edge Platforms | Programmable Devices,Intel Core | Intel Xeon | Intel Arc | Intel Gaudi | Intel Agilex,electronics and semiconductor manufacturing | factory automation,brand-assets/logos/intel.svg,brand-intel-company | brand-intel-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,Intel Infrastructure technologies,"Intel manufacturer profile covering infrastructure technologies, based on official company and product sources.",,,95
internormen-technology,INTERNORMEN,INTERNORMEN,internormen-technology,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,BLOCKED_LEGACY_IDENTITY,ACQUISITION_OR_LEGACY,0
interpump,Interpump Group S.p.A.,Interpump,interpump,INTERPUMP | INTERPUMP GROUP,CONFIRMED,CURRENT,BRAND_SAFE,interpumpgroup.it,https://www.interpumpgroup.it/en/,Italy,"Sant'Ilario d'Enza, Reggio Emilia, Italy",1977,,"Manufacturer-owned sources identify Interpump with pumps and pumping systems, hydraulic equipment, and industrial valves and flow control. The confirmed country record is Italy.",pumps and pumping systems | hydraulic equipment | industrial valves and flow control,High-Pressure Piston Pumps | Very-High-Pressure Pumps | Power Take-Offs | Hydraulic Pumps | Hydraulic Cylinders | Hydraulic Valves | Hydraulic Hoses,,industrial processing | agriculture | transportation,brand-assets/logos/interpump.jpg,brand-interpump-company | brand-interpump-businesses,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,Interpump Pumps and pumping systems,"Interpump manufacturer profile covering pumps and pumping systems, hydraulic equipment, and industrial valves and flow control, based on official company and product sources.",,,95
ipco,IPCO AB,IPCO,ipco,IPCO,CONFIRMED,CURRENT,BRAND_SAFE,ipco.com,https://ipco.com/,Sweden,"Sandviken, Sweden",1901,,"IPCO publishes official information for belt-drive components, conveying and material-handling systems, thermal-management equipment, and industrial machinery. The published range names Solid Steel Belts, Perforated Steel Belts, Cooling and Freezing Systems, Granulation Systems, Casting and Laminating Systems, and Double-Belt Presses.",belt-drive components | conveying and material-handling systems | thermal-management equipment | industrial machinery,Solid Steel Belts | Perforated Steel Belts | Cooling and Freezing Systems | Granulation Systems | Casting and Laminating Systems | Double-Belt Presses,,chemical processing | food and pharmaceutical processing | industrial processing,brand-assets/logos/ipco.svg,brand-ipco-company | brand-ipco-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,IPCO Belt-drive components,"IPCO manufacturer profile covering belt-drive components, conveying and material-handling systems, and thermal-management equipment, based on official company and product sources.",,,95
ipsen,Ipsen International GmbH,Ipsen,ipsen,IPSEN | IPSEN INTERNATIONAL,CONFIRMED,CURRENT,BRAND_SAFE,ipsen.de,https://www.ipsen.de/en/,Germany,"Kleve, Germany",1948,,"Ipsen International GmbH is documented in official material for thermal-management equipment, vacuum equipment, and industrial automation and control. Official product material names Vacuum Furnaces, Atmosphere Furnaces, Carburizing Systems, Nitriding Systems, Aluminium Heat-Treatment Systems, and Furnace Controls.",thermal-management equipment | vacuum equipment | industrial automation and control,Vacuum Furnaces | Atmosphere Furnaces | Carburizing Systems | Nitriding Systems | Aluminium Heat-Treatment Systems | Furnace Controls,,transportation | aerospace | industrial manufacturing | industrial processing,brand-assets/logos/ipsen.gif,brand-ipsen-company | brand-ipsen-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,Ipsen Thermal-management equipment,"Ipsen manufacturer profile covering thermal-management equipment, vacuum equipment, and industrial automation and control, based on official company and product sources.",,,95
irem-spa,IREM S.p.A.,IREM,irem-spa,IREM | IREM SPA,CONFIRMED,CURRENT,BRAND_SAFE,irem.it,https://www.irem.it/en/,Italy,"Borgone Susa, Turin, Italy",1947,,Manufacturer-owned sources identify IREM with electrical power systems and turbomachinery. The confirmed country record is Italy.,electrical power systems | turbomachinery,Voltage Stabilizers | Line Conditioners | Isolation Transformers | Lighting Power Supplies | Hydroelectric Turbines | Small-Hydropower Systems,,energy | industrial processing | building systems,brand-assets/logos/irem-spa.png,brand-irem-company | brand-irem-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,IREM Electrical power systems,"IREM manufacturer profile covering electrical power systems and turbomachinery, based on official company and product sources.",,,95
isg-pack,ISG PACK,ISG PACK,isg-pack,ISG PACK | Imballaggi Service Group,CONFIRMED,CURRENT,BRAND_SAFE,isg-pack.com,https://en.isg-pack.com/?lang=en,Italy,"Pomezia, Rome, Italy",,Imballaggi Service Group s.r.l.,"ISG PACK publishes official information for filling and packaging machinery, conveying and material-handling systems, and industrial automation and control. The published range names Pallet Wrappers, Shrink Wrapping Systems, Carton Sealers and Erectors, Strapping Machines, Vacuum Packaging, and Palletising Systems.",filling and packaging machinery | conveying and material-handling systems | industrial automation and control,Pallet Wrappers | Shrink Wrapping Systems | Carton Sealers and Erectors | Strapping Machines | Vacuum Packaging | Palletising Systems,,packaging | industrial processing,brand-assets/logos/isg-pack.webp,wave86-isg-pack-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,ISG PACK Filling and packaging machinery,"ISG PACK manufacturer profile covering filling and packaging machinery, conveying and material-handling systems, and industrial automation and control, based on official company and product sources.",,,95
isgev,ISGEV S.p.A.,ISGEV,isgev,ISGEV,CONFIRMED,CURRENT,BRAND_SAFE,isgev.com,https://www.isgev.com/en/,Italy,,1948,,The source-backed ISGEV portfolio covers electric motors. The confirmed country record is Italy.,electric motors,Three-Phase Asynchronous Motors | Brake Motors | Brushless Motors | Synchronous Reluctance Motors | Water-Jacket-Cooled Motors | Marine and Rail Motors,,industrial processing | marine applications | rail,brand-assets/logos/isgev.png,wave86-isgev-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,ISGEV Electric motors,"ISGEV manufacturer profile covering electric motors, based on official company and product sources.",,,90
ist-metz-holding,IST METZ GmbH & Co. KG,IST METZ,ist-metz-holding,IST METZ HOLDING | IST METZ,CONFIRMED,CURRENT,BRAND_SAFE,ist-uv.com,https://www.ist-uv.com/en-us/,Germany,"Nürtingen, Germany",,,"IST METZ GmbH & Co. KG is documented in official material for thermal-management equipment, measurement and instrumentation, and industrial machinery. Official product material names UV Systems, LED UV Systems, EXIcure, THERMOcure, UV Analyzer, Laboratory Units, BLK, MBS C, MBS L, and LEDcure NX.",thermal-management equipment | measurement and instrumentation | industrial machinery,UV Systems | LED UV Systems | EXIcure | THERMOcure | UV Analyzer | Laboratory Units,BLK | MBS C | MBS L | LEDcure NX | HANDcure | SPOTcure,industrial processing | electronics and semiconductor manufacturing,brand-assets/logos/ist-metz-holding.jpg,wave86-ist-metz-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,IST METZ Thermal-management equipment,"IST METZ manufacturer profile covering thermal-management equipment, measurement and instrumentation, and industrial machinery, based on official company and product sources.",,,100
isuzu,Isuzu Motors Limited,Isuzu,isuzu,ISUZU | Isuzu Motors,CONFIRMED,CURRENT,BRAND_SAFE,isuzu.co.jp,https://www.isuzu.co.jp/world/,Japan,,,,First-party sources establish Isuzu in construction and heavy machinery and industrial machinery. The confirmed country record is Japan.,construction and heavy machinery | industrial machinery,Light-Duty Trucks | Medium-Duty Trucks | Heavy-Duty Trucks | Buses | Industrial Diesel Engines | Marine Diesel Engines,N-Series | F-Series | C&E Series | ELF | FORWARD | GIGA | GALA | ERGA,transportation | agriculture | marine applications,brand-assets/logos/isuzu.svg,wave86-isuzu-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,Isuzu Construction and heavy machinery,"Isuzu manufacturer profile covering construction and heavy machinery and industrial machinery, based on official company and product sources.",,,90
ita-industrial,ITA INDUSTRIAL,ITA INDUSTRIAL,ita-industrial,,REVIEW_REQUIRED,UNKNOWN,BRAND_REVIEW,,,,,,,,,,,,,,2026-08-24,NOT_READY,NOT_READY,,,AMBIGUOUS_IDENTITY,AMBIGUOUS_IDENTITY,0
italian-pack,Italianpack S.p.A.,Italianpack,italian-pack,ITALIAN PACK | Italian Pack,CONFIRMED,GROUP_BRAND,BRAND_SAFE,italianpack.com,https://www.italianpack.com/en/,Italy,,1988,MULTIVAC Sepp Haggenmüller SE & Co. KG,First-party sources establish Italianpack in filling and packaging machinery. Official company information dates its foundation to 1988.,filling and packaging machinery,Tray Sealers | Vacuum-in-Bag Machines | Inline Accessories,Artemis | Argo | Polaris | Perseus,food and pharmaceutical processing | packaging,brand-assets/logos/italian-pack.png,wave86-italianpack-products,2026-08-24,EN_CONTENT_READY,SEO_CORE_READY,Italianpack Filling and packaging machinery,"Italianpack manufacturer profile covering filling and packaging machinery, based on official company and product sources.",,,90
